oid,TableID,ParentTableID,TableName,TableUserName,ParentTableName,ParentTableUserName,ValueID,ShortStringValue,LongStringValue,ParentValueID,SortIndex,Namespace,DateCreated,DateModified,IsDeleted,Author
1449E847-DB97-11D6-A551-00B0D021E10A,1449F235-DB97-11D6-A551-00B0D021E10A,1449F1EC-DB97-11D6-A551-00B0D021E10A,PipingComponentTypes3,NULL,PipingComponentTypes2,NULL,3200,Paddle spacer,Paddle spacer,560,0,EF,NULL,NULL,0,NULL
1449E947-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,301,SGLFE,Small-groove-face lap-flanged end,45,0,EF,NULL,NULL,0,NULL
1449EA47-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,827,15000,CL15000,70,0,EF,NULL,NULL,0,NULL
1449EB47-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,961,"AWWA-C207 Cl.B & D, hub","Steel slip-on flanges CL86, CL150, CL175",90,0,EF,NULL,NULL,0,NULL
1449EC47-DB97-11D6-A551-00B0D021E10A,908A12B4-FE36-4339-9B07-4BDF0E5DF44B,9DCC7D3A-B7EB-43A9-8032-CAF751652C71,EqTypes5,NULL,EqTypes4,NULL,385,Metering pump,Metering pump,375,385,EF,NULL,NULL,0,NULL
1449ED47-DB97-11D6-A551-00B0D021E10A,1449F53B-DB97-11D6-A551-00B0D021E10A,1449F588-DB97-11D6-A551-00B0D021E10A,PipingEndPreps3,NULL,PipingEndPreps2,NULL,421,SWE,Socket welded end,40,0,EF,NULL,NULL,0,NULL
1449DF49-DB97-11D6-A551-00B0D021E10A,1449F1EC-DB97-11D6-A551-00B0D021E10A,1449DF1B-DB97-11D6-A551-00B0D021E10A,PipingComponentTypes2,NULL,Piping component type,NULL,65,Reducing flanges,Reducing flanges,10,0,EF,NULL,NULL,0,NULL
1449E049-DB97-11D6-A551-00B0D021E10A,1AD9016F-DED5-4029-8284-C6FB01985102,C2CA0796-60D8-4448-8A5E-E19887DBE276,EqTypes2,NULL,EqTypes1,NULL,1015,Turbine,Turbine,975,0,EF,NULL,NULL,0,NULL
1449E349-DB97-11D6-A551-00B0D021E10A,1449F07F-DB97-11D6-A551-00B0D021E10A,1449DE73-DB97-11D6-A551-00B0D021E10A,ScheduleThicknesses2,NULL,Schedule or Thickness Practices,NULL,10,S-10S,Schedule 10S,5,0,EF,NULL,NULL,0,NULL
1449E749-DB97-11D6-A551-00B0D021E10A,1449F235-DB97-11D6-A551-00B0D021E10A,1449F1EC-DB97-11D6-A551-00B0D021E10A,PipingComponentTypes3,NULL,PipingComponentTypes2,NULL,860,ADPT03,Adapter Type 3,90,0,EF,NULL,NULL,0,NULL
1449E849-DB97-11D6-A551-00B0D021E10A,1449F235-DB97-11D6-A551-00B0D021E10A,1449F1EC-DB97-11D6-A551-00B0D021E10A,PipingComponentTypes3,NULL,PipingComponentTypes2,NULL,3205,Solid spacer,Solid spacer,560,0,EF,NULL,NULL,0,NULL
1449E949-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,302,LGLFE,Large-groove-face lap-flanged end,45,0,EF,NULL,NULL,0,NULL
1449EA49-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,831,20000,CL20000,70,0,EF,NULL,NULL,0,NULL
1449EB49-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,962,"AWWA-C207 Cl.E, hub",Steel slip-on flanges CL275,90,0,EF,NULL,NULL,0,NULL
1449EC49-DB97-11D6-A551-00B0D021E10A,908A12B4-FE36-4339-9B07-4BDF0E5DF44B,9DCC7D3A-B7EB-43A9-8032-CAF751652C71,EqTypes5,NULL,EqTypes4,NULL,390,Reciprocating pump,Reciprocating pump,375,390,EF,NULL,NULL,0,NULL
1449ED49-DB97-11D6-A551-00B0D021E10A,1449F53B-DB97-11D6-A551-00B0D021E10A,1449F588-DB97-11D6-A551-00B0D021E10A,PipingEndPreps3,NULL,PipingEndPreps2,NULL,591,HCE,Circular hole end,40,0,EF,NULL,NULL,0,NULL
1449DF4B-DB97-11D6-A551-00B0D021E10A,1449F1EC-DB97-11D6-A551-00B0D021E10A,1449DF1B-DB97-11D6-A551-00B0D021E10A,PipingComponentTypes2,NULL,Piping component type,NULL,70,Expander flanges,Expander flanges,10,0,EF,NULL,NULL,0,NULL
1449E04B-DB97-11D6-A551-00B0D021E10A,C2CA0796-60D8-4448-8A5E-E19887DBE276,FFB20160-FA58-4D95-9210-43944CA71404,EqTypes1,NULL,Equipment,NULL,1060,Process vessel,Process vessel,5,0,EF,NULL,NULL,0,NULL
1449E34B-DB97-11D6-A551-00B0D021E10A,1449F07F-DB97-11D6-A551-00B0D021E10A,1449DE73-DB97-11D6-A551-00B0D021E10A,ScheduleThicknesses2,NULL,Schedule or Thickness Practices,NULL,15,S-40S,Schedule 40S,5,0,EF,NULL,NULL,0,NULL
1449E74B-DB97-11D6-A551-00B0D021E10A,1449F235-DB97-11D6-A551-00B0D021E10A,1449F1EC-DB97-11D6-A551-00B0D021E10A,PipingComponentTypes3,NULL,PipingComponentTypes2,NULL,865,ADPT04,Adapter Type 4,90,0,EF,NULL,NULL,0,NULL
1449E84B-DB97-11D6-A551-00B0D021E10A,1449F235-DB97-11D6-A551-00B0D021E10A,1449F1EC-DB97-11D6-A551-00B0D021E10A,PipingComponentTypes3,NULL,PipingComponentTypes2,NULL,3210,Ring spacer,Ring spacer,560,0,EF,NULL,NULL,0,NULL
1449E94B-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,303,SFLFE,Small-female-face lap-flanged end,45,0,EF,NULL,NULL,0,NULL
1449EA4B-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,835,30000,CL30000,70,0,EF,NULL,NULL,0,NULL
1449EB4B-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,970,API-5LE,Polyethylene fittings,90,0,EF,NULL,NULL,0,NULL
1449EC4B-DB97-11D6-A551-00B0D021E10A,661C3F62-1C26-43E3-96BA-6888E6702D62,908A12B4-FE36-4339-9B07-4BDF0E5DF44B,EqTypes6,NULL,EqTypes5,NULL,400,Rotary pump,Rotary pump,395,0,EF,NULL,NULL,0,NULL
1449ED4B-DB97-11D6-A551-00B0D021E10A,1449F53B-DB97-11D6-A551-00B0D021E10A,1449F588-DB97-11D6-A551-00B0D021E10A,PipingEndPreps3,NULL,PipingEndPreps2,NULL,351,MQCE,Male quick connect end,45,0,EF,NULL,NULL,0,NULL
1449DF4D-DB97-11D6-A551-00B0D021E10A,1449F1EC-DB97-11D6-A551-00B0D021E10A,1449DF1B-DB97-11D6-A551-00B0D021E10A,PipingComponentTypes2,NULL,Piping component type,NULL,75,Orifice flanges,Orifice flanges,10,0,EF,NULL,NULL,0,NULL
1449E04D-DB97-11D6-A551-00B0D021E10A,1AD9016F-DED5-4029-8284-C6FB01985102,C2CA0796-60D8-4448-8A5E-E19887DBE276,EqTypes2,NULL,EqTypes1,NULL,1140,Pressure vessel,Pressure vessel,1060,0,EF,NULL,NULL,0,NULL
1449E34D-DB97-11D6-A551-00B0D021E10A,1449F07F-DB97-11D6-A551-00B0D021E10A,1449DE73-DB97-11D6-A551-00B0D021E10A,ScheduleThicknesses2,NULL,Schedule or Thickness Practices,NULL,20,S-80S,Schedule 80S,5,0,EF,NULL,NULL,0,NULL
1449E74D-DB97-11D6-A551-00B0D021E10A,1449F235-DB97-11D6-A551-00B0D021E10A,1449F1EC-DB97-11D6-A551-00B0D021E10A,PipingComponentTypes3,NULL,PipingComponentTypes2,NULL,870,ADPT05,Adapter Type 5,90,0,EF,NULL,NULL,0,NULL
1449E84D-DB97-11D6-A551-00B0D021E10A,1449F235-DB97-11D6-A551-00B0D021E10A,1449F1EC-DB97-11D6-A551-00B0D021E10A,PipingComponentTypes3,NULL,PipingComponentTypes2,NULL,3250,Specialty 1,Specialty 1,565,0,EF,NULL,NULL,0,NULL
1449E94D-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,304,LFLFE,Large-female-face lap-flanged end,45,0,EF,NULL,NULL,0,NULL
1449EA4D-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,1400,NREQD,Not Required,75,0,EF,NULL,NULL,0,NULL
1449EB4D-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,975,API-6A,Wellhead flanges and fittings,90,0,EF,NULL,NULL,0,NULL
1449EC4D-DB97-11D6-A551-00B0D021E10A,869850BC-BEEE-4C0D-AF39-D360CD161C67,1AD9016F-DED5-4029-8284-C6FB01985102,EqTypes3,NULL,EqTypes2,NULL,515,Conveyer,Conveyer,510,515,EF,NULL,NULL,0,NULL
1449ED4D-DB97-11D6-A551-00B0D021E10A,1449F53B-DB97-11D6-A551-00B0D021E10A,1449F588-DB97-11D6-A551-00B0D021E10A,PipingEndPreps3,NULL,PipingEndPreps2,NULL,361,MFRE,Male ferrule end,45,0,EF,NULL,NULL,0,NULL
1449DF4F-DB97-11D6-A551-00B0D021E10A,1449F1EC-DB97-11D6-A551-00B0D021E10A,1449DF1B-DB97-11D6-A551-00B0D021E10A,PipingComponentTypes2,NULL,Piping component type,NULL,76,In-line spacers,In-line spacers,10,0,EF,NULL,NULL,0,NULL
1449E04F-DB97-11D6-A551-00B0D021E10A,869850BC-BEEE-4C0D-AF39-D360CD161C67,1AD9016F-DED5-4029-8284-C6FB01985102,EqTypes3,NULL,EqTypes2,NULL,1145,Column,Column,1140,1145,EF,NULL,NULL,0,NULL
1449E34F-DB97-11D6-A551-00B0D021E10A,1449F07F-DB97-11D6-A551-00B0D021E10A,1449DE73-DB97-11D6-A551-00B0D021E10A,ScheduleThicknesses2,NULL,Schedule or Thickness Practices,NULL,25,S-10,Schedule 10,5,0,EF,NULL,NULL,0,NULL
1449E74F-DB97-11D6-A551-00B0D021E10A,1449F235-DB97-11D6-A551-00B0D021E10A,1449F1EC-DB97-11D6-A551-00B0D021E10A,PipingComponentTypes3,NULL,PipingComponentTypes2,NULL,875,ADPT06,Adapter Type 6,90,0,EF,NULL,NULL,0,NULL
1449E84F-DB97-11D6-A551-00B0D021E10A,1449F235-DB97-11D6-A551-00B0D021E10A,1449F1EC-DB97-11D6-A551-00B0D021E10A,PipingComponentTypes3,NULL,PipingComponentTypes2,NULL,3255,Specialty 2,Specialty 2,565,0,EF,NULL,NULL,0,NULL
1449E94F-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,311,FFTBE,Flat-face thru-bolted end,45,0,EF,NULL,NULL,0,NULL
1449EA4F-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,1402,S-5S,Schedule 5S,75,0,EF,NULL,NULL,0,NULL
1449EB4F-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,979,API-605,API-605 flanges,90,0,EF,NULL,NULL,0,NULL
1449EC4F-DB97-11D6-A551-00B0D021E10A,869850BC-BEEE-4C0D-AF39-D360CD161C67,1AD9016F-DED5-4029-8284-C6FB01985102,EqTypes3,NULL,EqTypes2,NULL,600,Lift,Lift,510,600,EF,NULL,NULL,0,NULL
1449ED4F-DB97-11D6-A551-00B0D021E10A,1449F53B-DB97-11D6-A551-00B0D021E10A,1449F588-DB97-11D6-A551-00B0D021E10A,PipingEndPreps3,NULL,PipingEndPreps2,NULL,481,FQCE,Female quick connect end,45,0,EF,NULL,NULL,0,NULL
1449DF51-DB97-11D6-A551-00B0D021E10A,1449F1EC-DB97-11D6-A551-00B0D021E10A,1449DF1B-DB97-11D6-A551-00B0D021E10A,PipingComponentTypes2,NULL,Piping component type,NULL,77,Orifice spacers,Orifice spacers,10,0,EF,NULL,NULL,0,NULL
1449E051-DB97-11D6-A551-00B0D021E10A,9DCC7D3A-B7EB-43A9-8032-CAF751652C71,869850BC-BEEE-4C0D-AF39-D360CD161C67,EqTypes4,NULL,EqTypes3,NULL,1150,Packed Column,Packed Column,1145,1150,EF,NULL,NULL,0,NULL
1449E351-DB97-11D6-A551-00B0D021E10A,1449F07F-DB97-11D6-A551-00B0D021E10A,1449DE73-DB97-11D6-A551-00B0D021E10A,ScheduleThicknesses2,NULL,Schedule or Thickness Practices,NULL,30,S-20,Schedule 20,5,0,EF,NULL,NULL,0,NULL
1449E751-DB97-11D6-A551-00B0D021E10A,1449F235-DB97-11D6-A551-00B0D021E10A,1449F1EC-DB97-11D6-A551-00B0D021E10A,PipingComponentTypes3,NULL,PipingComponentTypes2,NULL,900,UN,Union,95,0,EF,NULL,NULL,0,NULL
1449E851-DB97-11D6-A551-00B0D021E10A,1449F235-DB97-11D6-A551-00B0D021E10A,1449F1EC-DB97-11D6-A551-00B0D021E10A,PipingComponentTypes3,NULL,PipingComponentTypes2,NULL,3010,Vent silencer,Vent silencer,505,0,EF,NULL,NULL,0,NULL
1449E951-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,321,RFTBE,Raised-face thru-bolted end,45,0,EF,NULL,NULL,0,NULL
1449EA51-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,1404,S-10S,Schedule 10S,75,0,EF,NULL,NULL,0,NULL
1449EB51-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,980,MSS-SP-44-NB,MSS non-blind flanges,90,0,EF,NULL,NULL,0,NULL
1449EC51-DB97-11D6-A551-00B0D021E10A,9DCC7D3A-B7EB-43A9-8032-CAF751652C71,869850BC-BEEE-4C0D-AF39-D360CD161C67,EqTypes4,NULL,EqTypes3,NULL,665,Rotary feeder,Rotary feeder,640,665,EF,NULL,NULL,0,NULL
1449ED51-DB97-11D6-A551-00B0D021E10A,1449F53B-DB97-11D6-A551-00B0D021E10A,1449F588-DB97-11D6-A551-00B0D021E10A,PipingEndPreps3,NULL,PipingEndPreps2,NULL,501,FFRE,Female ferrule end,45,0,EF,NULL,NULL,0,NULL
1449DF53-DB97-11D6-A551-00B0D021E10A,1449F1EC-DB97-11D6-A551-00B0D021E10A,1449DF1B-DB97-11D6-A551-00B0D021E10A,PipingComponentTypes2,NULL,Piping component type,NULL,80,Blinds,Blinds,10,0,EF,NULL,NULL,0,NULL
1449E053-DB97-11D6-A551-00B0D021E10A,C2CA0796-60D8-4448-8A5E-E19887DBE276,FFB20160-FA58-4D95-9210-43944CA71404,EqTypes1,NULL,Equipment,NULL,1295,Solid-separation equipment,Solid-separation equipment,5,0,EF,NULL,NULL,0,NULL
1449E353-DB97-11D6-A551-00B0D021E10A,1449F07F-DB97-11D6-A551-00B0D021E10A,1449DE73-DB97-11D6-A551-00B0D021E10A,ScheduleThicknesses2,NULL,Schedule or Thickness Practices,NULL,35,S-30,Schedule 30,5,0,EF,NULL,NULL,0,NULL
1449E753-DB97-11D6-A551-00B0D021E10A,1449F235-DB97-11D6-A551-00B0D021E10A,1449F1EC-DB97-11D6-A551-00B0D021E10A,PipingComponentTypes3,NULL,PipingComponentTypes2,NULL,905,UNO,Orifice union,95,0,EF,NULL,NULL,0,NULL
1449E853-DB97-11D6-A551-00B0D021E10A,1449F235-DB97-11D6-A551-00B0D021E10A,1449F1EC-DB97-11D6-A551-00B0D021E10A,PipingComponentTypes3,NULL,PipingComponentTypes2,NULL,3015,In-line silencer,In-line silencer,505,0,EF,NULL,NULL,0,NULL
1449E953-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,331,RJTBE,RTJ-face thru-bolted end,45,0,EF,NULL,NULL,0,NULL
1449EA53-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,1406,S-40S,Schedule 40S,75,0,EF,NULL,NULL,0,NULL
1449EB53-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,981,MSS-SP-44-B,MSS blind flanges,90,0,EF,NULL,NULL,0,NULL
1449EC53-DB97-11D6-A551-00B0D021E10A,1AD9016F-DED5-4029-8284-C6FB01985102,C2CA0796-60D8-4448-8A5E-E19887DBE276,EqTypes2,NULL,EqTypes1,NULL,980,Electric motor,Electric motor,975,0,EF,NULL,NULL,0,NULL
1449ED53-DB97-11D6-A551-00B0D021E10A,1449F53B-DB97-11D6-A551-00B0D021E10A,1449F588-DB97-11D6-A551-00B0D021E10A,PipingEndPreps3,NULL,PipingEndPreps2,NULL,542,MJBLE,Mechanical joint bell end,45,0,EF,NULL,NULL,0,NULL
1449DF55-DB97-11D6-A551-00B0D021E10A,1449F1EC-DB97-11D6-A551-00B0D021E10A,1449DF1B-DB97-11D6-A551-00B0D021E10A,PipingComponentTypes2,NULL,Piping component type,NULL,85,Couplings and connectors,Couplings and connectors,10,0,EF,NULL,NULL,0,NULL
1449E055-DB97-11D6-A551-00B0D021E10A,C2CA0796-60D8-4448-8A5E-E19887DBE276,FFB20160-FA58-4D95-9210-43944CA71404,EqTypes1,NULL,Equipment,NULL,1565,Weighing equipment,Weighing equipment,5,0,EF,NULL,NULL,0,NULL
1449E355-DB97-11D6-A551-00B0D021E10A,1449F07F-DB97-11D6-A551-00B0D021E10A,1449DE73-DB97-11D6-A551-00B0D021E10A,ScheduleThicknesses2,NULL,Schedule or Thickness Practices,NULL,40,S-40,Schedule 40,5,0,EF,NULL,NULL,0,NULL
1449E755-DB97-11D6-A551-00B0D021E10A,1449F235-DB97-11D6-A551-00B0D021E10A,1449F1EC-DB97-11D6-A551-00B0D021E10A,PipingComponentTypes3,NULL,PipingComponentTypes2,NULL,910,UND,Dielectric union,95,0,EF,NULL,NULL,0,NULL
1449E955-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,381,FFFTBE,Flat-full-face thru-bolted end,45,0,EF,NULL,NULL,0,NULL
1449EA55-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,1408,S-80S,Schedule 80S,75,0,EF,NULL,NULL,0,NULL
1449EB55-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,990,Tube-Turn,Tube-Turn,95,0,EF,NULL,NULL,0,NULL
1449EC55-DB97-11D6-A551-00B0D021E10A,1AD9016F-DED5-4029-8284-C6FB01985102,C2CA0796-60D8-4448-8A5E-E19887DBE276,EqTypes2,NULL,EqTypes1,NULL,990,Engine,Engine,975,0,EF,NULL,NULL,0,NULL
1449ED55-DB97-11D6-A551-00B0D021E10A,1449F53B-DB97-11D6-A551-00B0D021E10A,1449F588-DB97-11D6-A551-00B0D021E10A,PipingEndPreps3,NULL,PipingEndPreps2,NULL,543,MJSPE,Mechanical joint spigot end,45,0,EF,NULL,NULL,0,NULL
1449E357-DB97-11D6-A551-00B0D021E10A,1449F07F-DB97-11D6-A551-00B0D021E10A,1449DE73-DB97-11D6-A551-00B0D021E10A,ScheduleThicknesses2,NULL,Schedule or Thickness Practices,NULL,45,S-60,Schedule 60,5,0,EF,NULL,NULL,0,NULL
1449E757-DB97-11D6-A551-00B0D021E10A,1449F235-DB97-11D6-A551-00B0D021E10A,1449F1EC-DB97-11D6-A551-00B0D021E10A,PipingComponentTypes3,NULL,PipingComponentTypes2,NULL,950,T1SPA,Tapered spacer single taper,100,0,EF,NULL,NULL,0,NULL
1449E957-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,391,MJE,Mechanical joint end,45,0,EF,NULL,NULL,0,NULL
1449EA57-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,1410,S-10,Schedule 10,75,0,EF,NULL,NULL,0,NULL
1449EB57-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,991,Dow,Dow,95,0,EF,NULL,NULL,0,NULL
1449EC57-DB97-11D6-A551-00B0D021E10A,869850BC-BEEE-4C0D-AF39-D360CD161C67,1AD9016F-DED5-4029-8284-C6FB01985102,EqTypes3,NULL,EqTypes2,NULL,1020,Gas turbine,Gas turbine,1015,1020,EF,NULL,NULL,0,NULL
1449ED57-DB97-11D6-A551-00B0D021E10A,1449F53B-DB97-11D6-A551-00B0D021E10A,1449F588-DB97-11D6-A551-00B0D021E10A,PipingEndPreps3,NULL,PipingEndPreps2,NULL,805,MMJE,Male mechanical joint end,45,0,EF,NULL,NULL,0,NULL
1449E359-DB97-11D6-A551-00B0D021E10A,1449F07F-DB97-11D6-A551-00B0D021E10A,1449DE73-DB97-11D6-A551-00B0D021E10A,ScheduleThicknesses2,NULL,Schedule or Thickness Practices,NULL,50,S-80,Schedule 80,5,0,EF,NULL,NULL,0,NULL
1449E759-DB97-11D6-A551-00B0D021E10A,1449F235-DB97-11D6-A551-00B0D021E10A,1449F1EC-DB97-11D6-A551-00B0D021E10A,PipingComponentTypes3,NULL,PipingComponentTypes2,NULL,955,T2SPA,Tapered spacer double taper,100,0,EF,NULL,NULL,0,NULL
1449E959-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,401,BE,Beveled end,50,0,EF,NULL,NULL,0,NULL
1449EA59-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,1412,S-20,Schedule 20,75,0,EF,NULL,NULL,0,NULL
1449EB59-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,992,Aloyco,Aloyco,95,0,EF,NULL,NULL,0,NULL
1449EC59-DB97-11D6-A551-00B0D021E10A,869850BC-BEEE-4C0D-AF39-D360CD161C67,1AD9016F-DED5-4029-8284-C6FB01985102,EqTypes3,NULL,EqTypes2,NULL,1030,Liquid turbine,Liquid turbine,1015,1030,EF,NULL,NULL,0,NULL
1449ED59-DB97-11D6-A551-00B0D021E10A,1449F53B-DB97-11D6-A551-00B0D021E10A,1449F588-DB97-11D6-A551-00B0D021E10A,PipingEndPreps3,NULL,PipingEndPreps2,NULL,810,FMJE,Female mechanical joint end,45,0,EF,NULL,NULL,0,NULL
1449DE5B-DB97-11D6-A551-00B0D021E10A,1449DE51-DB97-11D6-A551-00B0D021E10A,00000000-0000-0000-0000-000000000000,Insulation Purpose (Top-level),NULL,NULL,NULL,5,Internal,Internal,0,0,EF,NULL,NULL,0,NULL
1449DF5B-DB97-11D6-A551-00B0D021E10A,1449F1EC-DB97-11D6-A551-00B0D021E10A,1449DF1B-DB97-11D6-A551-00B0D021E10A,PipingComponentTypes2,NULL,Piping component type,NULL,90,Adapters,Adapters,10,0,EF,NULL,NULL,0,NULL
1449E35B-DB97-11D6-A551-00B0D021E10A,1449F07F-DB97-11D6-A551-00B0D021E10A,1449DE73-DB97-11D6-A551-00B0D021E10A,ScheduleThicknesses2,NULL,Schedule or Thickness Practices,NULL,55,S-100,Schedule 100,5,0,EF,NULL,NULL,0,NULL
1449E75B-DB97-11D6-A551-00B0D021E10A,1449F235-DB97-11D6-A551-00B0D021E10A,1449F1EC-DB97-11D6-A551-00B0D021E10A,PipingComponentTypes3,NULL,PipingComponentTypes2,NULL,1025,BUSH,Bushing,105,0,EF,NULL,NULL,0,NULL
1449E95B-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,402,OLET,Olet beveled end,50,0,EF,NULL,NULL,0,NULL
1449EA5B-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,1414,S-30,Schedule 30,75,0,EF,NULL,NULL,0,NULL
1449EB5B-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,993,Yarway,Yarway,95,0,EF,NULL,NULL,0,NULL
